0,15.0000000022002
0.04,15.7200000064627
0.08,16.4400000018668
0.12,17.1599999948825
0.16,17.8800000059408
0.2,18.6000000048926
0.24,19.3199999978799
0.28,20.0399999973604
0.32,20.7599999981722
0.36,21.4800000013959
0.4,22.2000000010121
0.44,22.9199999758802
0.48,23.640000034135
0.52,24.3599999950365
0.56,25.0799999797703
0.6,25.8000000286462
0.64,26.5199999942031
0.68,27.2400000092715
0.72,27.9600000151151
0.76,28.6800000020651
0.8,29.4000000218975
0.84,30.1199999889658
0.88,30.8400000108273
0.92,31.5599999844651
0.96,32.280000009623
1,33.000000010708
1.04,33.7199999749862
1.08,34.4400000290952
1.12,35.1600000152582
1.16,35.879999970663
1.2,36.6000000069794
1.24,37.3200000067449
1.28,38.0399999939833
1.32,38.7599999872634
1.36,39.4800000238166
1.4,40.1999999900796
1.44,40.9199999718816
1.48,41.6399999946441
1.52,42.3599999760403
1.56,43.0799999954551
1.6,43.7999999985278
1.64,44.5200000023104
1.68,45.2399999901943
1.72,45.9599999912628
1.76,46.6799999682526
1.8,47.4000000275582
1.84,48.1200000080175
1.88,48.8400000125659
1.92,49.5600000003848
1.96,50.2799999944455
2,51.0000000104558
2.04,51.7199999736398
2.08,52.4400000008605
2.12,53.1599999965915
2.16,53.8799999969187
2.2,54.5999999925203
2.24,55.3199999659595
2.28,56.0399999997364
2.32,56.7599999970868
2.36,57.4799999871825
2.4,58.1999999897573
2.44,58.9199999858427
2.48,59.6242731027566
2.52,59.9123845383694
2.56,59.9575626673896
2.6,59.9764633868084
2.64,59.9925767620716
2.68,59.999999314523
2.72,59.9999999926654
2.76,60.0000000329405
2.8,59.9999999831596
2.84,59.9999999912221
2.88,59.999999999911
2.92,60.0000000107632
2.96,60.0000000108593
3,60.0000000129918
3.04,59.9999999913326
3.08,59.9999999721939
3.12,59.9999999698619
3.16,59.9999999811058
3.2,59.9999999939095
3.24,59.9999999922752
3.28,59.9999999966373
3.32,59.9999999626852
3.36,59.9999999924198
3.4,59.9999999676701
3.44,59.9999999688365
3.48,59.9999999720749
3.52,60.0000000338736
3.56,59.9999999497926
3.6,60.0000000184704
3.64,59.9999999878529
3.68,60.0000000183771
3.72,60.00000001396
3.76,59.999999980394
3.8,59.9999999587721
3.84,60.0000000435628
3.88,59.9999999291665
3.92,60.0000000099772
3.96,60.0000001473652
4,60.000000041609
4.04,59.9999999806066
4.08,59.9999999850164
4.12,60.0000000476643
4.16,59.9999999903414
4.2,59.9999999456325
4.24,59.9999999803437
4.28,59.9999998822939
4.32,60.0000000518578
4.36,60.0000000824697
4.4,59.9999997916192
4.44,60.0000002177822
4.48,60.0000001148727
4.52,59.9999998879015
4.56,59.9999892271329
4.6,60.0000068507664
4.64,59.9999967901268
4.68,60.0000003006572
4.72,60.0000001725683
4.76,60.0000000760354
4.8,60.0000000173996
4.84,60.0000001157893
4.88,60.0000000319774
4.92,59.99999976867
4.96,59.999999988566
5,60.0000001261818
5.04,59.9999999638415
5.08,60.0000000270469
5.12,60.0000000110045
5.16,60.0000000690809
5.2,59.9999999903711
5.24,59.9999999639621
5.28,60.0000000698981
5.32,59.9999999887347
5.36,59.9999999360694
5.4,60.0000000695164
5.44,60.0000000637889
5.48,59.9999999911966
5.52,59.999999967033
5.56,59.9999999522402
5.6,60.0000000198352
5.64,60.0000000147709
5.68,59.9999999918724
5.72,59.9999999880221
5.76,59.999999933492
5.8,59.9999999249895
5.84,59.9999999693044
5.88,59.9999998842484
5.92,59.9999994278649
5.96,60.0000354451313
6,59.9999994483983
6.04,59.9999998633862
6.08,59.9999999662847
6.12,59.9999999927051
6.16,59.9999999812338
6.2,59.9999999848042
